cik	year	cat
1001871	2001	73
1001871	2001	331
1001871	2001	79
1001871	2001	80
1001871	2001	594
1001871	2001	87
1001871	2001	603
1001871	2001	355
1001871	2001	357
1001871	2001	621
1001871	2001	366
1001871	2001	61
1001871	2001	371
1001871	2001	631
1001871	2001	633
1001871	2001	63
1001871	2001	382
1001871	2001	641
1001871	2001	131
1001871	2001	153
1001871	2001	367
1001871	2001	421
1001871	2001	679
1001871	2001	737
1001871	2001	738
1001871	2001	483
1001871	2001	495
1001871	2001	504
1001871	2001	506
1001902	2001	15
1001902	2001	25
1001902	2001	26
1001902	2001	30
1001902	2001	32
1001902	2001	33
1001902	2001	34
1001902	2001	35
1001902	2001	36
1001902	2001	37
1001902	2001	38
1001902	2001	39
1001902	2001	42
1001902	2001	48
1001902	2001	50
1001902	2001	51
1001902	2001	308
1001902	2001	55
1001902	2001	57
1001902	2001	394
1001902	2001	481
1001902	2001	73
1001902	2001	331
1001902	2001	80
1001902	2001	87
1001902	2001	355
1001902	2001	356
1001902	2001	357
1001902	2001	873
1001902	2001	364
1001902	2001	621
1001902	2001	366
1001902	2001	61
1001902	2001	371
1001902	2001	631
1001902	2001	382
1001902	2001	384
1001902	2001	641
1001902	2001	153
1001902	2001	367
1001902	2001	421
1001902	2001	284
1001902	2001	736
1001902	2001	737
1001902	2001	738
1001902	2001	483
1001902	2001	495
1001902	2001	504
1001902	2001	506
1001903	2001	15
1001903	2001	23
1001903	2001	25
1001903	2001	26
1001903	2001	27
1001903	2001	32
1001903	2001	34
1001903	2001	35
1001903	2001	36
1001903	2001	39
1001903	2001	42
1001903	2001	48
1001903	2001	50
1001903	2001	51
1001903	2001	308
1001903	2001	54
1001903	2001	55
1001903	2001	56
1001903	2001	57
1001903	2001	59
1001903	2001	394
1001903	2001	62
1001903	2001	565
1001903	2001	64
1001903	2001	481
1001903	2001	73
1001903	2001	80
1001903	2001	594
1001903	2001	87
1001903	2001	355
1001903	2001	356
1001903	2001	357
1001903	2001	873
1001903	2001	874
1001903	2001	364
1001903	2001	621
1001903	2001	366
1001903	2001	61
1001903	2001	631
1001903	2001	633
1001903	2001	63
1001903	2001	382
1001903	2001	641
1001903	2001	153
1001903	2001	367
1001903	2001	421
1001903	2001	284
1001903	2001	451
1001903	2001	736
1001903	2001	737
1001903	2001	738
1001903	2001	483
1001903	2001	495
1001903	2001	504
1001903	2001	506
1001907	2001	15
1001907	2001	23
1001907	2001	25
1001907	2001	32
1001907	2001	34
1001907	2001	35
1001907	2001	36
1001907	2001	37
1001907	2001	42
1001907	2001	44
1001907	2001	45
1001907	2001	48
1001907	2001	49
1001907	2001	50
1001907	2001	51
1001907	2001	308
1001907	2001	54
1001907	2001	55
1001907	2001	57
1001907	2001	394
1001907	2001	62
1001907	2001	565
1001907	2001	64
1001907	2001	481
1001907	2001	73
1001907	2001	331
1001907	2001	80
1001907	2001	594
1001907	2001	87
1001907	2001	355
1001907	2001	356
1001907	2001	357
1001907	2001	873
1001907	2001	874
1001907	2001	364
1001907	2001	366
1001907	2001	61
1001907	2001	371
1001907	2001	631
1001907	2001	633
1001907	2001	382
1001907	2001	641
1001907	2001	138
1001907	2001	153
1001907	2001	367
1001907	2001	421
1001907	2001	284
1001907	2001	451
1001907	2001	736
1001907	2001	737
1001907	2001	738
1001907	2001	483
1001907	2001	492
1001907	2001	495
1001907	2001	504
1001907	2001	506
1001915	2001	10
1001915	2001	15
1001915	2001	533
1001915	2001	23
1001915	2001	28
1001915	2001	541
1001915	2001	799
1001915	2001	32
1001915	2001	33
1001915	2001	34
1001915	2001	35
1001915	2001	36
1001915	2001	37
1001915	2001	38
1001915	2001	39
1001915	2001	42
1001915	2001	44
1001915	2001	48
1001915	2001	51
1001915	2001	308
1001915	2001	53
1001915	2001	55
1001915	2001	59
1001915	2001	62
1001915	2001	565
1001915	2001	64
1001915	2001	67
1001915	2001	481
1001915	2001	73
1001915	2001	331
1001915	2001	79
1001915	2001	80
1001915	2001	594
1001915	2001	87
1001915	2001	355
1001915	2001	357
1001915	2001	873
1001915	2001	364
1001915	2001	621
1001915	2001	366
1001915	2001	61
1001915	2001	371
1001915	2001	382
1001915	2001	384
1001915	2001	641
1001915	2001	131
1001915	2001	153
1001915	2001	367
1001915	2001	283
1001915	2001	421
1001915	2001	679
1001915	2001	737
1001915	2001	483
1001915	2001	495
1001915	2001	504
1001916	2001	10
1001916	2001	15
1001916	2001	533
1001916	2001	23
1001916	2001	27
1001916	2001	32
1001916	2001	33
1001916	2001	34
1001916	2001	35
1001916	2001	36
1001916	2001	37
1001916	2001	38
1001916	2001	39
1001916	2001	42
1001916	2001	44
1001916	2001	48
1001916	2001	50
1001916	2001	51
1001916	2001	308
1001916	2001	53
1001916	2001	55
1001916	2001	56
1001916	2001	59
1001916	2001	62
1001916	2001	565
1001916	2001	64
1001916	2001	481
1001916	2001	73
1001916	2001	331
1001916	2001	79
1001916	2001	80
1001916	2001	594
1001916	2001	87
1001916	2001	355
1001916	2001	357
1001916	2001	364
1001916	2001	621
1001916	2001	366
1001916	2001	61
1001916	2001	371
1001916	2001	382
1001916	2001	384
1001916	2001	641
1001916	2001	153
1001916	2001	367
1001916	2001	283
1001916	2001	421
1001916	2001	737
1001916	2001	738
1001916	2001	483
1001916	2001	495
1001916	2001	504
1001916	2001	506
1001917	2001	20
1001917	2001	533
1001917	2001	23
1001917	2001	25
1001917	2001	26
1001917	2001	541
1001917	2001	30
1001917	2001	32
1001917	2001	34
1001917	2001	37
1001917	2001	39
1001917	2001	45
1001917	2001	50
1001917	2001	51
1001917	2001	308
1001917	2001	53
1001917	2001	54
1001917	2001	55
1001917	2001	56
1001917	2001	57
1001917	2001	58
1001917	2001	59
1001917	2001	394
1001917	2001	565
1001917	2001	581
1001917	2001	481
1001917	2001	331
1001917	2001	594
1001917	2001	356
1001917	2001	364
1001917	2001	371
1001917	2001	631
1001917	2001	641
1001917	2001	153
1001917	2001	284
1001917	2001	208
1001917	2001	736
1001917	2001	483
1001917	2001	495
1001917	2001	504
1001917	2001	506
1002017	2001	10
1002017	2001	15
1002017	2001	533
1002017	2001	28
1002017	2001	541
1002017	2001	799
1002017	2001	32
1002017	2001	34
1002017	2001	38
1002017	2001	42
1002017	2001	44
1002017	2001	48
1002017	2001	51
1002017	2001	53
1002017	2001	55
1002017	2001	59
1002017	2001	62
1002017	2001	64
1002017	2001	67
1002017	2001	481
1002017	2001	73
1002017	2001	79
1002017	2001	80
1002017	2001	594
1002017	2001	87
1002017	2001	355
1002017	2001	357
1002017	2001	873
1002017	2001	874
1002017	2001	621
1002017	2001	366
1002017	2001	61
1002017	2001	631
1002017	2001	63
1002017	2001	382
1002017	2001	384
1002017	2001	641
1002017	2001	153
1002017	2001	367
1002017	2001	283
1002017	2001	421
1002017	2001	679
1002017	2001	451
1002017	2001	736
1002017	2001	737
1002017	2001	738
1002017	2001	483
1002017	2001	495
1002017	2001	504
1002017	2001	506
1002022	2001	10
1002022	2001	15
1002022	2001	23
1002022	2001	28
1002022	2001	541
1002022	2001	32
1002022	2001	38
1002022	2001	45
1002022	2001	48
1002022	2001	51
1002022	2001	308
1002022	2001	55
1002022	2001	57
1002022	2001	58
1002022	2001	59
1002022	2001	394
1002022	2001	62
1002022	2001	565
1002022	2001	64
1002022	2001	581
1002022	2001	481
1002022	2001	73
1002022	2001	80
1002022	2001	87
1002022	2001	356
1002022	2001	873
1002022	2001	874
1002022	2001	621
1002022	2001	61
1002022	2001	631
1002022	2001	633
1002022	2001	63
1002022	2001	382
1002022	2001	384
1002022	2001	641
1002022	2001	153
1002022	2001	283
1002022	2001	421
1002022	2001	284
1002022	2001	451
1002022	2001	736
1002022	2001	737
1002022	2001	738
1002022	2001	483
1002022	2001	495
1002022	2001	504
1002022	2001	506
1002037	2001	15
1002037	2001	533
1002037	2001	27
1002037	2001	35
1002037	2001	37
1002037	2001	42
1002037	2001	44
1002037	2001	50
1002037	2001	51
1002037	2001	308
1002037	2001	53
1002037	2001	55
1002037	2001	57
1002037	2001	59
1002037	2001	394
1002037	2001	62
1002037	2001	64
1002037	2001	481
1002037	2001	73
1002037	2001	594
1002037	2001	87
1002037	2001	357
1002037	2001	873
1002037	2001	364
1002037	2001	366
1002037	2001	631
1002037	2001	633
1002037	2001	641
1002037	2001	153
1002037	2001	367
1002037	2001	736
1002037	2001	737
1002037	2001	738
1002037	2001	483
1002037	2001	495
1002037	2001	504
1002037	2001	506
1002044	2001	15
1002044	2001	23
1002044	2001	25
1002044	2001	26
1002044	2001	27
1002044	2001	34
1002044	2001	35
1002044	2001	36
1002044	2001	37
1002044	2001	38
1002044	2001	39
1002044	2001	42
1002044	2001	48
1002044	2001	50
1002044	2001	51
1002044	2001	308
1002044	2001	53
1002044	2001	54
1002044	2001	55
1002044	2001	56
1002044	2001	57
1002044	2001	58
1002044	2001	59
1002044	2001	394
1002044	2001	62
1002044	2001	565
1002044	2001	64
1002044	2001	581
1002044	2001	481
1002044	2001	73
1002044	2001	80
1002044	2001	594
1002044	2001	87
1002044	2001	355
1002044	2001	356
1002044	2001	357
1002044	2001	873
1002044	2001	874
1002044	2001	364
1002044	2001	621
1002044	2001	366
1002044	2001	61
1002044	2001	631
1002044	2001	633
1002044	2001	382
1002044	2001	384
1002044	2001	641
1002044	2001	153
1002044	2001	367
1002044	2001	421
1002044	2001	284
1002044	2001	451
1002044	2001	736
1002044	2001	737
1002044	2001	738
1002044	2001	495
1002044	2001	504
1002044	2001	506
1002047	2001	10
1002047	2001	15
1002047	2001	533
1002047	2001	27
1002047	2001	32
1002047	2001	34
1002047	2001	35
1002047	2001	36
1002047	2001	37
1002047	2001	38
1002047	2001	39
1002047	2001	42
1002047	2001	44
1002047	2001	48
1002047	2001	50
1002047	2001	51
1002047	2001	308
1002047	2001	53
1002047	2001	55
1002047	2001	56
1002047	2001	57
1002047	2001	59
1002047	2001	62
1002047	2001	565
1002047	2001	64
1002047	2001	481
1002047	2001	73
1002047	2001	331
1002047	2001	79
1002047	2001	80
1002047	2001	594
1002047	2001	87
1002047	2001	355
1002047	2001	357
1002047	2001	364
1002047	2001	621
1002047	2001	366
1002047	2001	371
1002047	2001	382
1002047	2001	641
1002047	2001	153
1002047	2001	367
1002047	2001	421
1002047	2001	736
1002047	2001	737
1002047	2001	738
1002047	2001	483
1002047	2001	495
1002047	2001	504
1002047	2001	506
1002114	2001	10
1002114	2001	15
1002114	2001	533
1002114	2001	23
1002114	2001	27
1002114	2001	541
1002114	2001	30
1002114	2001	799
1002114	2001	32
1002114	2001	33
1002114	2001	34
1002114	2001	35
1002114	2001	36
1002114	2001	37
1002114	2001	39
1002114	2001	42
1002114	2001	44
1002114	2001	48
1002114	2001	51
1002114	2001	308
1002114	2001	53
1002114	2001	55
1002114	2001	57
1002114	2001	62
1002114	2001	565
1002114	2001	64
1002114	2001	481
1002114	2001	73
1002114	2001	331
1002114	2001	79
1002114	2001	80
1002114	2001	594
1002114	2001	87
1002114	2001	355
1002114	2001	357
1002114	2001	364
1002114	2001	621
1002114	2001	366
1002114	2001	61
1002114	2001	371
1002114	2001	382
1002114	2001	384
1002114	2001	641
1002114	2001	131
1002114	2001	153
1002114	2001	367
1002114	2001	283
1002114	2001	421
1002114	2001	679
1002114	2001	737
1002114	2001	738
1002114	2001	483
1002114	2001	495
1002114	2001	504
1002114	2001	506
1002119	2001	10
1002119	2001	15
1002119	2001	533
1002119	2001	23
1002119	2001	27
1002119	2001	799
1002119	2001	32
1002119	2001	34
1002119	2001	35
1002119	2001	36
1002119	2001	37
1002119	2001	39
1002119	2001	42
1002119	2001	44
1002119	2001	48
1002119	2001	49
1002119	2001	50
1002119	2001	51
1002119	2001	308
1002119	2001	53
1002119	2001	55
1002119	2001	59
1002119	2001	62
1002119	2001	565
1002119	2001	64
1002119	2001	481
1002119	2001	73
1002119	2001	331
1002119	2001	79
1002119	2001	80
1002119	2001	594
1002119	2001	87
1002119	2001	355
1002119	2001	357
1002119	2001	364
1002119	2001	621
1002119	2001	366
1002119	2001	61
1002119	2001	371
1002119	2001	382
1002119	2001	641
1002119	2001	131
1002119	2001	153
1002119	2001	367
1002119	2001	421
1002119	2001	679
1002119	2001	737
1002119	2001	738
1002119	2001	483
1002119	2001	492
1002119	2001	495
1002119	2001	504
1002119	2001	506
1002125	2001	15
1002125	2001	23
1002125	2001	25
1002125	2001	26
1002125	2001	30
1002125	2001	32
1002125	2001	33
1002125	2001	34
1002125	2001	35
1002125	2001	36
1002125	2001	37
1002125	2001	38
1002125	2001	39
1002125	2001	50
1002125	2001	51
1002125	2001	308
1002125	2001	55
1002125	2001	57
1002125	2001	394
1002125	2001	331
1002125	2001	87
1002125	2001	355
1002125	2001	356
1002125	2001	357
1002125	2001	873
1002125	2001	364
1002125	2001	366
1002125	2001	371
1002125	2001	631
1002125	2001	382
1002125	2001	384
1002125	2001	641
1002125	2001	153
1002125	2001	367
1002125	2001	284
1002125	2001	208
1002125	2001	736
1002125	2001	495
1002125	2001	504
1002125	2001	506
1002132	2001	15
1002132	2001	23
1002132	2001	25
1002132	2001	27
1002132	2001	32
1002132	2001	34
1002132	2001	35
1002132	2001	36
1002132	2001	37
1002132	2001	38
1002132	2001	39
1002132	2001	42
1002132	2001	48
1002132	2001	50
1002132	2001	51
1002132	2001	308
1002132	2001	54
1002132	2001	55
1002132	2001	56
1002132	2001	57
1002132	2001	59
1002132	2001	394
1002132	2001	62
1002132	2001	565
1002132	2001	64
1002132	2001	481
1002132	2001	73
1002132	2001	80
1002132	2001	594
1002132	2001	87
1002132	2001	355
1002132	2001	356
1002132	2001	357
1002132	2001	873
1002132	2001	874
1002132	2001	364
1002132	2001	621
1002132	2001	366
1002132	2001	371
1002132	2001	631
1002132	2001	633
1002132	2001	382
1002132	2001	641
1002132	2001	153
1002132	2001	367
1002132	2001	421
1002132	2001	284
1002132	2001	736
1002132	2001	737
1002132	2001	738
1002132	2001	483
1002132	2001	495
1002132	2001	504
1002132	2001	506
1002135	2001	10
1002135	2001	15
1002135	2001	533
1002135	2001	23
1002135	2001	27
1002135	2001	32
1002135	2001	33
1002135	2001	34
1002135	2001	35
1002135	2001	36
1002135	2001	37
1002135	2001	38
1002135	2001	39
1002135	2001	42
1002135	2001	48
1002135	2001	50
1002135	2001	51
1002135	2001	308
1002135	2001	53
1002135	2001	55
1002135	2001	57
1002135	2001	62
1002135	2001	565
1002135	2001	64
1002135	2001	481
1002135	2001	73
1002135	2001	331
1002135	2001	80
1002135	2001	594
1002135	2001	87
1002135	2001	355
1002135	2001	357
1002135	2001	364
1002135	2001	621
1002135	2001	366
1002135	2001	61
1002135	2001	371
1002135	2001	382
1002135	2001	384
1002135	2001	641
1002135	2001	153
1002135	2001	367
1002135	2001	283
1002135	2001	421
1002135	2001	737
1002135	2001	738
1002135	2001	483
1002135	2001	495
1002135	2001	504
1002135	2001	506
1002137	2001	10
1002137	2001	15
1002137	2001	23
1002137	2001	25
1002137	2001	26
1002137	2001	28
1002137	2001	541
1002137	2001	30
1002137	2001	32
1002137	2001	33
1002137	2001	34
1002137	2001	35
1002137	2001	36
1002137	2001	37
1002137	2001	38
1002137	2001	39
1002137	2001	42
1002137	2001	45
1002137	2001	48
1002137	2001	49
1002137	2001	50
1002137	2001	51
1002137	2001	308
1002137	2001	54
1002137	2001	55
1002137	2001	56
1002137	2001	57
1002137	2001	58
1002137	2001	394
1002137	2001	62
1002137	2001	565
1002137	2001	64
1002137	2001	581
1002137	2001	481
1002137	2001	73
1002137	2001	331
1002137	2001	80
1002137	2001	594
1002137	2001	87
1002137	2001	355
1002137	2001	356
1002137	2001	357
1002137	2001	873
1002137	2001	874
1002137	2001	364
1002137	2001	621
1002137	2001	366
1002137	2001	61
1002137	2001	371
1002137	2001	631
1002137	2001	633
1002137	2001	63
1002137	2001	382
1002137	2001	384
1002137	2001	641
1002137	2001	138
1002137	2001	153
1002137	2001	367
1002137	2001	283
1002137	2001	421
1002137	2001	284
1002137	2001	451
1002137	2001	208
1002137	2001	736
1002137	2001	737
1002137	2001	738
1002137	2001	483
1002137	2001	495
1002137	2001	504
1002137	2001	506
1002178	2001	10
1002178	2001	15
1002178	2001	23
1002178	2001	25
1002178	2001	541
1002178	2001	799
1002178	2001	32
1002178	2001	42
1002178	2001	45
1002178	2001	48
1002178	2001	50
1002178	2001	51
1002178	2001	53
1002178	2001	54
1002178	2001	55
1002178	2001	57
1002178	2001	58
1002178	2001	59
1002178	2001	394
1002178	2001	565
1002178	2001	64
1002178	2001	581
1002178	2001	481
1002178	2001	79
1002178	2001	594
1002178	2001	355
1002178	2001	874
1002178	2001	621
1002178	2001	366
1002178	2001	61
1002178	2001	371
1002178	2001	631
1002178	2001	633
1002178	2001	63
1002178	2001	641
1002178	2001	138
1002178	2001	153
1002178	2001	421
1002178	2001	679
1002178	2001	284
1002178	2001	451
1002178	2001	208
1002178	2001	736
1002178	2001	738
1002178	2001	483
1002178	2001	495
1002178	2001	504
1002178	2001	506
1002211	2001	10
1002211	2001	15
1002211	2001	20
1002211	2001	533
1002211	2001	23
1002211	2001	28
1002211	2001	541
1002211	2001	799
1002211	2001	32
1002211	2001	34
1002211	2001	36
1002211	2001	37
1002211	2001	39
1002211	2001	42
1002211	2001	44
1002211	2001	49
1002211	2001	51
1002211	2001	308
1002211	2001	53
1002211	2001	54
1002211	2001	55
1002211	2001	56
1002211	2001	59
1002211	2001	62
1002211	2001	565
1002211	2001	64
1002211	2001	481
1002211	2001	73
1002211	2001	331
1002211	2001	79
1002211	2001	80
1002211	2001	594
1002211	2001	87
1002211	2001	355
1002211	2001	357
1002211	2001	364
1002211	2001	621
1002211	2001	366
1002211	2001	61
1002211	2001	371
1002211	2001	382
1002211	2001	641
1002211	2001	131
1002211	2001	153
1002211	2001	367
1002211	2001	283
1002211	2001	421
1002211	2001	679
1002211	2001	737
1002211	2001	483
1002211	2001	495
1002212	2001	10
1002212	2001	13
1002212	2001	15
1002212	2001	23
1002212	2001	25
1002212	2001	26
1002212	2001	28
1002212	2001	541
1002212	2001	30
1002212	2001	799
1002212	2001	32
1002212	2001	33
1002212	2001	34
1002212	2001	35
1002212	2001	36
1002212	2001	37
1002212	2001	38
1002212	2001	39
1002212	2001	45
1002212	2001	48
1002212	2001	51
1002212	2001	308
1002212	2001	54
1002212	2001	55
1002212	2001	56
1002212	2001	57
1002212	2001	58
1002212	2001	394
1002212	2001	62
1002212	2001	565
1002212	2001	64
1002212	2001	67
1002212	2001	581
1002212	2001	481
1002212	2001	73
1002212	2001	331
1002212	2001	79
1002212	2001	80
1002212	2001	87
1002212	2001	355
1002212	2001	356
1002212	2001	357
1002212	2001	873
1002212	2001	874
1002212	2001	364
1002212	2001	621
1002212	2001	366
1002212	2001	61
1002212	2001	371
1002212	2001	631
1002212	2001	633
1002212	2001	63
1002212	2001	382
1002212	2001	384
1002212	2001	641
1002212	2001	131
1002212	2001	138
1002212	2001	153
1002212	2001	367
1002212	2001	283
1002212	2001	421
1002212	2001	679
1002212	2001	284
1002212	2001	451
1002212	2001	208
1002212	2001	736
1002212	2001	737
1002212	2001	483
1002212	2001	495
1002212	2001	504
1002212	2001	506
1002214	2001	10
1002214	2001	13
1002214	2001	15
1002214	2001	23
1002214	2001	799
1002214	2001	32
1002214	2001	34
1002214	2001	42
1002214	2001	44
1002214	2001	48
1002214	2001	49
1002214	2001	51
1002214	2001	53
1002214	2001	54
1002214	2001	55
1002214	2001	59
1002214	2001	60
1002214	2001	62
1002214	2001	64
1002214	2001	67
1002214	2001	481
1002214	2001	331
1002214	2001	79
1002214	2001	80
1002214	2001	594
1002214	2001	87
1002214	2001	602
1002214	2001	603
1002214	2001	621
1002214	2001	61
1002214	2001	371
1002214	2001	631
1002214	2001	633
1002214	2001	63
1002214	2001	641
1002214	2001	131
1002214	2001	138
1002214	2001	153
1002214	2001	421
1002214	2001	679
1002214	2001	451
1002214	2001	736
1002214	2001	483
1002214	2001	495
1002214	2001	504
1002214	2001	506
1002225	2001	10
1002225	2001	15
1002225	2001	533
1002225	2001	23
1002225	2001	27
1002225	2001	32
1002225	2001	34
1002225	2001	35
1002225	2001	36
1002225	2001	38
1002225	2001	39
1002225	2001	42
1002225	2001	44
1002225	2001	48
1002225	2001	50
1002225	2001	51
1002225	2001	308
1002225	2001	53
1002225	2001	55
1002225	2001	57
1002225	2001	59
1002225	2001	62
1002225	2001	565
1002225	2001	64
1002225	2001	481
1002225	2001	73
1002225	2001	331
1002225	2001	79
1002225	2001	80
1002225	2001	594
1002225	2001	87
1002225	2001	355
1002225	2001	357
1002225	2001	873
1002225	2001	364
1002225	2001	621
1002225	2001	366
1002225	2001	61
1002225	2001	371
1002225	2001	382
1002225	2001	641
1002225	2001	153
1002225	2001	367
1002225	2001	421
1002225	2001	736
1002225	2001	737
1002225	2001	738
1002225	2001	483
1002225	2001	495
1002225	2001	504
1002225	2001	506
1002235	2001	10
1002235	2001	15
1002235	2001	533
1002235	2001	23
1002235	2001	541
1002235	2001	799
1002235	2001	42
1002235	2001	44
1002235	2001	45
1002235	2001	50
1002235	2001	51
1002235	2001	53
1002235	2001	54
1002235	2001	55
1002235	2001	56
1002235	2001	57
1002235	2001	58
1002235	2001	59
1002235	2001	394
1002235	2001	565
1002235	2001	65
1002235	2001	67
1002235	2001	581
1002235	2001	481
1002235	2001	594
1002235	2001	364
1002235	2001	371
1002235	2001	631
1002235	2001	641
1002235	2001	153
1002235	2001	421
1002235	2001	679
1002235	2001	284
1002235	2001	451
1002235	2001	736
1002235	2001	495
1002235	2001	504
1002235	2001	506
1002325	2001	10
1002325	2001	15
1002325	2001	23
1002325	2001	25
1002325	2001	27
1002325	2001	799
1002325	2001	36
1002325	2001	39
1002325	2001	45
1002325	2001	48
1002325	2001	50
1002325	2001	51
1002325	2001	308
1002325	2001	54
1002325	2001	55
1002325	2001	56
1002325	2001	57
1002325	2001	58
1002325	2001	59
1002325	2001	394
1002325	2001	62
1002325	2001	565
1002325	2001	64
1002325	2001	65
1002325	2001	581
1002325	2001	481
1002325	2001	73
1002325	2001	79
1002325	2001	80
1002325	2001	594
1002325	2001	87
1002325	2001	355
1002325	2001	357
1002325	2001	873
1002325	2001	874
1002325	2001	364
1002325	2001	621
1002325	2001	366
1002325	2001	61
1002325	2001	371
1002325	2001	631
1002325	2001	633
1002325	2001	63
1002325	2001	641
1002325	2001	131
1002325	2001	138
1002325	2001	153
1002325	2001	367
1002325	2001	421
1002325	2001	284
1002325	2001	451
1002325	2001	208
1002325	2001	736
1002325	2001	737
1002325	2001	738
1002325	2001	483
1002325	2001	495
1002325	2001	504
1002325	2001	506
1002360	2001	10
1002360	2001	15
1002360	2001	20
1002360	2001	533
1002360	2001	23
1002360	2001	25
1002360	2001	26
1002360	2001	28
1002360	2001	30
1002360	2001	32
1002360	2001	33
1002360	2001	34
1002360	2001	35
1002360	2001	36
1002360	2001	37
1002360	2001	38
1002360	2001	39
1002360	2001	42
1002360	2001	50
1002360	2001	51
1002360	2001	308
1002360	2001	53
1002360	2001	55
1002360	2001	57
1002360	2001	394
1002360	2001	481
1002360	2001	331
1002360	2001	80
1002360	2001	594
1002360	2001	87
1002360	2001	355
1002360	2001	356
1002360	2001	357
1002360	2001	873
1002360	2001	364
1002360	2001	366
1002360	2001	371
1002360	2001	382
1002360	2001	384
1002360	2001	641
1002360	2001	153
1002360	2001	367
1002360	2001	421
1002360	2001	284
1002360	2001	495
1002360	2001	504
1002360	2001	506
1002388	2001	15
1002388	2001	23
1002388	2001	25
1002388	2001	26
1002388	2001	28
1002388	2001	30
1002388	2001	32
1002388	2001	33
1002388	2001	34
1002388	2001	35
1002388	2001	36
1002388	2001	37
1002388	2001	38
1002388	2001	39
1002388	2001	42
1002388	2001	50
1002388	2001	51
1002388	2001	308
1002388	2001	55
1002388	2001	57
1002388	2001	394
1002388	2001	62
1002388	2001	64
1002388	2001	481
1002388	2001	73
1002388	2001	331
1002388	2001	80
1002388	2001	87
1002388	2001	355
1002388	2001	356
1002388	2001	357
1002388	2001	873
1002388	2001	874
1002388	2001	364
1002388	2001	621
1002388	2001	366
1002388	2001	371
1002388	2001	631
1002388	2001	633
1002388	2001	382
1002388	2001	384
1002388	2001	641
1002388	2001	153
1002388	2001	367
1002388	2001	283
1002388	2001	421
1002388	2001	284
1002388	2001	208
1002388	2001	736
1002388	2001	737
1002388	2001	738
1002388	2001	483
1002388	2001	495
1002388	2001	504
1002388	2001	506
1002390	2001	15
1002390	2001	23
1002390	2001	25
1002390	2001	26
1002390	2001	28
1002390	2001	30
1002390	2001	32
1002390	2001	33
1002390	2001	34
1002390	2001	35
1002390	2001	36
1002390	2001	37
1002390	2001	38
1002390	2001	39
1002390	2001	42
1002390	2001	45
1002390	2001	48
1002390	2001	50
1002390	2001	51
1002390	2001	308
1002390	2001	54
1002390	2001	55
1002390	2001	56
1002390	2001	57
1002390	2001	394
1002390	2001	62
1002390	2001	565
1002390	2001	64
1002390	2001	481
1002390	2001	73
1002390	2001	594
1002390	2001	87
1002390	2001	355
1002390	2001	356
1002390	2001	357
1002390	2001	873
1002390	2001	874
1002390	2001	364
1002390	2001	621
1002390	2001	366
1002390	2001	61
1002390	2001	371
1002390	2001	631
1002390	2001	633
1002390	2001	382
1002390	2001	384
1002390	2001	641
1002390	2001	153
1002390	2001	367
1002390	2001	283
1002390	2001	421
1002390	2001	284
1002390	2001	208
1002390	2001	736
1002390	2001	737
1002390	2001	738
1002390	2001	483
1002390	2001	495
1002390	2001	504
1002390	2001	506
1002396	2001	10
1002396	2001	13
1002396	2001	15
1002396	2001	533
1002396	2001	23
1002396	2001	25
1002396	2001	541
1002396	2001	799
1002396	2001	32
1002396	2001	33
1002396	2001	39
1002396	2001	42
1002396	2001	44
1002396	2001	45
1002396	2001	48
1002396	2001	50
1002396	2001	51
1002396	2001	308
1002396	2001	53
1002396	2001	54
1002396	2001	55
1002396	2001	56
1002396	2001	57
1002396	2001	58
1002396	2001	59
1002396	2001	394
1002396	2001	62
1002396	2001	565
1002396	2001	64
1002396	2001	65
1002396	2001	67
1002396	2001	581
1002396	2001	481
1002396	2001	331
1002396	2001	79
1002396	2001	80
1002396	2001	594
1002396	2001	87
1002396	2001	357
1002396	2001	873
1002396	2001	874
1002396	2001	364
1002396	2001	621
1002396	2001	366
1002396	2001	61
1002396	2001	371
1002396	2001	631
1002396	2001	633
1002396	2001	63
1002396	2001	641
1002396	2001	131
1002396	2001	138
1002396	2001	153
1002396	2001	367
1002396	2001	421
1002396	2001	679
1002396	2001	284
1002396	2001	451
1002396	2001	208
1002396	2001	736
1002396	2001	738
1002396	2001	483
1002396	2001	495
1002396	2001	504
1002396	2001	506
1002422	2001	10
1002422	2001	13
1002422	2001	15
1002422	2001	533
1002422	2001	23
1002422	2001	27
1002422	2001	28
1002422	2001	541
1002422	2001	799
1002422	2001	32
1002422	2001	34
1002422	2001	36
1002422	2001	37
1002422	2001	38
1002422	2001	39
1002422	2001	42
1002422	2001	44
1002422	2001	48
1002422	2001	49
1002422	2001	51
1002422	2001	308
1002422	2001	53
1002422	2001	55
1002422	2001	56
1002422	2001	57
1002422	2001	59
1002422	2001	62
1002422	2001	565
1002422	2001	64
1002422	2001	67
1002422	2001	581
1002422	2001	481
1002422	2001	73
1002422	2001	331
1002422	2001	79
1002422	2001	80
1002422	2001	594
1002422	2001	87
1002422	2001	355
1002422	2001	357
1002422	2001	364
1002422	2001	621
1002422	2001	366
1002422	2001	61
1002422	2001	371
1002422	2001	631
1002422	2001	633
1002422	2001	63
1002422	2001	382
1002422	2001	384
1002422	2001	641
1002422	2001	131
1002422	2001	153
1002422	2001	367
1002422	2001	283
1002422	2001	421
1002422	2001	679
1002422	2001	451
1002422	2001	736
1002422	2001	737
1002422	2001	738
