gvkey	year	sics13	sid
14977	2004	541	9
14977	2004	737	11
14977	2004	539	12
14977	2004	539	13
14977	2004	539	14
14977	2005	541	9
14977	2005	539	14
14977	2005	539	15
14977	2005	539	16
14977	2005	539	17
14977	2005	539	18
14978	1996	291	1
14978	1997	291	1
14978	1998	291	1
14978	1999	291	1
14978	2000	291	1
14984	1996	508	4
14984	1997	506	2
14984	1997	508	4
14984	1998	506	2
14984	1998	508	4
14984	1999	506	2
14984	1999	508	4
14984	2000	506	2
14984	2000	508	4
14985	1996	384	1
14985	1997	384	1
14985	1998	384	1
14985	1999	384	1
14985	2000	384	0
14985	2001	384	1
14985	2002	384	0
14985	2003	384	0
14985	2004	384	1
14985	2005	384	1
14986	1996	489	0
14986	1997	489	1
14986	1998	489	0
14990	1996	781	1
14990	1997	781	1
14990	1998	781	1
14990	1999	781	1
14990	1999	899	2
14990	2000	781	1
14990	2000	899	2
14993	1996	781	3
14993	1996	792	4
14993	1996	394	7
14993	1996	599	8
14993	1997	483	2
14993	1997	781	3
14993	1997	792	4
14993	1997	394	7
14999	1996	451	1
14999	1997	451	1
14999	1998	451	1
14999	1999	451	1
14999	2000	451	1
14999	2001	451	1
15005	2004	737	2
15005	2004	737	3
15005	2005	737	3
15023	1996	628	1
15023	1997	628	0
15023	1998	628	1
15023	1999	628	4
15023	1999	628	5
15023	1999	628	6
15023	2000	628	4
15023	2000	628	5
15023	2000	628	6
15025	1996	679	0
15025	1997	679	0
15025	1998	679	0
15027	1996	281	0
15027	1997	281	1
15027	1998	281	1
15027	1999	281	0
15027	2000	281	0
15027	2001	281	1
15027	2002	281	1
15027	2003	281	1
15027	2004	281	1
15027	2005	281	0
15027	2006	281	0
15027	2007	281	0
15027	2008	281	1
15027	2009	281	0
15027	2010	281	1
15027	2011	281	0
15027	2012	281	0
15027	2013	281	1
15037	1996	104	0
15037	1997	104	0
15037	1998	104	3
15037	1998	147	4
15037	1999	104	3
15037	1999	147	4
15037	2000	104	3
15037	2000	147	4
15037	2001	104	3
15037	2001	147	4
15037	2002	104	3
15037	2002	147	4
15037	2003	104	3
15037	2003	147	4
15037	2004	104	3
15037	2004	147	4
15037	2005	104	5
15037	2005	104	6
15037	2005	104	7
15037	2005	104	9
15037	2005	104	10
15037	2005	104	11
15037	2006	104	5
15037	2006	104	6
15037	2006	104	7
15037	2006	104	8
15037	2006	104	9
15037	2006	104	10
15037	2006	104	11
15037	2006	104	13
15037	2006	104	14
15037	2007	104	5
15037	2007	104	6
15037	2007	104	7
15037	2007	104	8
15037	2007	104	9
15037	2007	104	10
15037	2007	104	11
15037	2007	104	13
15037	2007	104	14
15037	2008	104	5
15037	2008	104	6
15037	2008	104	7
15037	2008	104	10
15037	2008	104	11
15037	2008	104	13
15037	2008	104	14
15037	2008	104	15
15037	2009	104	5
15037	2009	104	6
15037	2009	104	7
15037	2009	104	10
15037	2009	104	13
15037	2009	104	14
15037	2009	104	15
15037	2010	104	5
15037	2010	104	6
15037	2010	104	7
15037	2010	104	10
15037	2010	104	13
15037	2010	104	14
15037	2010	104	15
15037	2011	104	5
15037	2011	104	6
15037	2011	104	7
15037	2011	104	10
15037	2011	104	13
15037	2011	104	14
15037	2011	104	15
15037	2012	104	5
15037	2012	104	6
15037	2012	104	7
15037	2012	104	10
15037	2012	104	13
15037	2012	104	14
15037	2012	104	15
15037	2013	104	5
15037	2013	104	7
15037	2013	104	10
15037	2013	104	13
15037	2013	104	14
15037	2013	104	15
15044	2013	737	1
15055	2000	131	1
15055	2001	131	1
15055	2002	131	1
15055	2003	131	0
15055	2004	131	2
15055	2004	131	3
15055	2004	131	4
15055	2004	461	5
15055	2005	131	2
15055	2005	131	3
15055	2005	131	4
15055	2005	461	5
15055	2006	131	2
15055	2006	131	3
15055	2006	131	4
15055	2006	461	5
15055	2007	131	2
15055	2007	131	3
15055	2007	131	4
15055	2007	461	5
15055	2008	131	2
15055	2008	131	3
15055	2008	131	4
15055	2008	461	5
15055	2009	131	2
15055	2009	131	3
15055	2009	131	4
15055	2009	461	5
15055	2009	149	7
15055	2010	131	2
15055	2010	131	3
15055	2010	131	4
15055	2010	461	5
15055	2010	149	7
15055	2011	131	2
15055	2011	131	3
15055	2011	131	4
15055	2011	461	5
15055	2011	149	7
15055	2012	131	2
15055	2012	131	3
15055	2012	131	4
15055	2012	461	5
15055	2012	149	7
15055	2013	131	2
15055	2013	131	3
15055	2013	131	4
15055	2013	461	5
15055	2013	149	7
15056	2013	737	2
15060	1996	131	1
15060	1997	131	1
15060	1998	131	1
15060	1999	131	1
15060	2000	131	1
15060	2001	131	1
15060	2002	131	1
15060	2003	131	1
15060	2004	131	1
15060	2005	131	1
15060	2006	131	1
15060	2007	131	1
15060	2008	131	1
15060	2009	131	1
15060	2010	131	1
15060	2011	131	1
15060	2012	131	1
15060	2013	131	1
15066	1996	738	1
15070	1996	131	1
15070	1996	131	2
15070	1996	291	3
15070	1997	131	1
15070	1997	131	2
15070	1997	291	3
15070	1998	131	1
15070	1998	131	2
15070	1998	291	3
15070	1999	131	1
15070	1999	131	2
15070	1999	291	3
15070	2000	131	2
15070	2000	291	3
15070	2001	131	2
15070	2001	291	3
15070	2002	131	1
15070	2002	131	2
15070	2002	291	3
15070	2003	131	1
15070	2003	131	2
15070	2003	291	4
15070	2003	291	5
15070	2004	131	1
15070	2004	131	2
15070	2004	291	4
15070	2004	291	5
15070	2005	131	1
15070	2005	131	2
15070	2005	291	4
15070	2005	291	5
15070	2006	131	1
15070	2006	131	2
15070	2006	291	4
15070	2006	291	5
15070	2007	131	6
15070	2007	131	7
15070	2007	291	8
15070	2008	131	6
15070	2008	131	7
15070	2008	291	8
15070	2009	131	6
15070	2009	131	7
15070	2009	291	8
15070	2009	131	10
15070	2009	131	11
15070	2010	131	6
15070	2010	131	7
15070	2010	291	8
15070	2010	131	12
15070	2011	131	14
15070	2011	131	15
15070	2011	291	16
15070	2012	131	14
15070	2012	131	15
15070	2012	291	16
15070	2013	131	14
15070	2013	131	15
15070	2013	291	16
15072	1996	603	0
15084	1996	131	2
15084	1997	131	2
15084	1998	131	2
15084	1999	131	2
15084	2000	131	2
15084	2001	131	2
15084	2002	131	2
15084	2003	131	0
15084	2004	131	0
15084	2005	131	2
15086	1996	208	0
15086	1997	208	1
15086	1998	208	1
15086	1999	208	1
15086	2000	208	0
15087	1996	202	1
15087	1996	581	2
15087	1997	202	1
15087	1998	202	1
15087	1999	202	1
15087	2000	202	1
15087	2001	202	1
15087	2002	202	1
15087	2003	202	1
15087	2004	202	1
15087	2005	202	1
15087	2006	202	1
15087	2007	202	1
15087	2008	202	1
15087	2009	202	1
15087	2010	202	1
15087	2011	202	1
15087	2012	202	1
15087	2013	202	1
15089	1996	421	1
15089	1997	421	1
15089	1998	421	1
15089	1999	421	2
15089	1999	735	3
15092	1996	581	0
15092	1997	581	1
15092	1998	581	0
15092	1999	581	1
15092	2000	581	1
15092	2001	581	1
15092	2002	581	1
15092	2003	581	1
15092	2004	581	1
15092	2005	581	1
15092	2006	581	1
15092	2007	581	1
15092	2008	581	1
15092	2009	581	1
15092	2010	581	1
15092	2011	581	1
15092	2012	581	1
15092	2013	581	1
15093	2013	291	1
15094	1996	202	1
15101	1996	679	1
15101	1997	679	1
15101	1998	679	0
15101	1999	679	2
15101	2000	679	2
15101	2001	679	0
15101	2002	679	0
15101	2003	679	2
15101	2004	679	0
15101	2005	679	2
15101	2006	679	2
15101	2007	679	2
15101	2008	679	2
15101	2009	679	2
15101	2010	679	2
15101	2011	679	2
15101	2012	679	0
15101	2013	679	0
15103	2000	331	9
15103	2001	331	6
15103	2001	331	7
15103	2001	333	8
15103	2002	331	6
15103	2002	333	8
15103	2003	333	8
15103	2004	333	8
15103	2004	331	10
15103	2004	331	11
15103	2004	331	12
15103	2005	333	8
15103	2005	331	10
15103	2005	331	11
15103	2005	331	12
15104	1996	441	1
15104	1997	441	1
15104	1998	441	1
15105	1996	481	4
15105	1997	481	4
15105	1998	481	4
15105	1999	481	5
15105	1999	481	6
15105	1999	481	7
15105	1999	482	8
15105	1999	737	9
15106	1996	382	0
15106	1997	382	5
15106	1998	382	6
15106	1998	382	7
15106	1999	382	6
15106	1999	382	7
15106	2000	382	6
15106	2000	382	7
15106	2001	382	6
15106	2001	382	7
15106	2002	382	6
15106	2002	382	7
15106	2002	382	9
15106	2003	382	6
15106	2003	382	10
15106	2004	382	6
15106	2004	382	10
15106	2005	382	11
15106	2005	382	12
15106	2005	382	13
15106	2005	382	14
15106	2006	382	11
15106	2006	382	13
15106	2006	382	14
15106	2007	382	15
15106	2008	382	16
15106	2008	873	17
15106	2009	382	16
15106	2009	873	17
15106	2010	382	16
15106	2010	382	17
15110	1996	286	2
15110	1996	291	3
15110	1997	286	4
15110	1997	282	5
15110	1998	286	6
15110	1999	286	6
15110	2000	286	6
15110	2001	286	6
15110	2002	286	6
15110	2003	286	6
15110	2004	286	6
15110	2004	286	7
15110	2004	281	11
15110	2005	286	6
15110	2005	286	7
15110	2005	281	11
15110	2006	286	6
15110	2006	286	7
15110	2006	291	9
15110	2006	281	11
15111	1996	679	1
15111	1997	679	1
15111	1998	679	1
15111	1999	679	1
15111	2000	679	1
15111	2001	679	1
15111	2002	679	1
15111	2003	679	1
15111	2004	679	1
15111	2005	679	1
15111	2006	679	1
15111	2007	679	1
15111	2008	679	1
15111	2009	679	1
15111	2010	679	1
15111	2011	679	1
15111	2012	679	1
15111	2013	679	1
15112	1996	461	1
15112	1997	461	0
15113	1996	384	1
15113	1997	384	1
15113	1998	384	2
15113	1998	384	3
15113	1999	384	2
15117	2013	492	0
15119	1996	104	1
15119	1997	104	0
15123	1998	651	4
15123	1998	651	5
15123	1998	651	6
15123	1999	651	4
15123	1999	651	6
15123	2000	651	4
15123	2000	651	5
15123	2000	651	6
15123	2000	651	8
15123	2001	651	4
15123	2001	651	6
15123	2001	651	7
15123	2001	651	8
15123	2001	651	9
15123	2002	651	10
15123	2002	651	11
15123	2002	651	12
15123	2002	651	13
15123	2002	651	14
15123	2002	651	15
15123	2002	651	16
15123	2002	651	17
15123	2002	651	18
15123	2003	679	10
15123	2003	679	11
15123	2003	679	12
15123	2003	679	13
15123	2003	679	14
15123	2003	679	15
15123	2003	679	16
15123	2003	679	17
15123	2003	679	18
15123	2004	679	0
15123	2005	679	0
15126	1996	353	0
15126	1997	353	0
15126	1998	353	0
15133	1996	384	2
15133	1997	384	0
15133	1998	308	1
15133	1999	308	3
15133	1999	321	4
15133	1999	283	5
15133	1999	382	6
15133	1999	384	7
15133	1999	384	8
15133	1999	384	9
15133	2000	382	3
15133	2000	321	4
15133	2000	283	5
15133	2000	382	6
15133	2001	382	3
15133	2001	382	6
15133	2001	321	11
15133	2002	382	3
15133	2002	382	6
15133	2002	321	11
15133	2003	321	12
15133	2003	382	13
15135	1996	308	1
15135	1996	873	2
15135	1997	308	1
15135	1997	873	2
15135	1998	308	1
15135	1999	382	0
15135	2000	365	1
15135	2000	735	2
15142	1996	679	1
15142	1997	679	1
15142	1998	679	1
15142	1999	679	2
15142	1999	679	3
15142	2000	679	2
15142	2000	679	3
15142	2001	679	2
15142	2002	679	2
15142	2003	679	2
15142	2004	679	2
15142	2005	679	2
15142	2006	679	2
15142	2007	679	2
15142	2008	679	2
15142	2009	679	2
15142	2010	679	2
15142	2010	679	5
15142	2010	679	6
15142	2011	679	2
15142	2011	679	5
15142	2011	679	6
15142	2012	679	2
15142	2012	679	5
15142	2012	679	7
15142	2013	679	2
15142	2013	679	5
15142	2013	679	7
15149	2012	603	0
15149	2013	603	0
15150	1996	131	1
15150	1996	291	2
15150	1996	598	3
15150	1997	131	1
15150	1998	131	1
15150	1998	679	3
15150	1999	131	1
15150	1999	291	2
15150	2000	131	1
15150	2000	291	2
15150	2000	517	3
15150	2001	131	1
15150	2001	517	3
15150	2002	291	2
15150	2002	517	3
15150	2002	131	4
15150	2002	131	5
15150	2003	291	2
15150	2003	517	3
15150	2003	131	5
15150	2003	131	6
15150	2003	131	7
15150	2003	131	8
15150	2004	291	2
15150	2004	517	3
15150	2004	131	5
15150	2004	131	6
15150	2004	131	7
15150	2004	131	8
15150	2005	291	2
15150	2005	131	5
15150	2005	131	6
15150	2005	131	7
15150	2005	131	8
15150	2006	291	2
15150	2006	131	5
15150	2006	131	6
15150	2006	131	7
15150	2006	131	8
15150	2007	131	5
15150	2007	131	6
15150	2007	131	7
15150	2007	131	8
15150	2008	131	5
15150	2008	131	6
15150	2008	131	7
15150	2008	131	8
15153	1996	611	1
15153	1997	611	1
15153	1998	611	1
15153	1999	611	1
15153	2000	611	1
15153	2001	611	1
15153	2002	611	1
15153	2003	611	1
15153	2004	611	1
15153	2005	611	1
15153	2006	611	1
15153	2007	611	1
15153	2008	611	1
15153	2009	611	1
15153	2010	611	3
15153	2010	611	4
15153	2010	611	5
15153	2011	611	3
15153	2011	611	4
15153	2011	611	5
15153	2012	611	3
15153	2012	611	4
15153	2012	611	5
15153	2013	611	3
15153	2013	611	4
15153	2013	611	5
15159	1996	358	0
15159	1997	358	0
15159	1998	737	2
15159	1999	737	2
15159	2000	737	2
15159	2001	489	4
15160	1996	355	1
15160	1997	355	1
15160	1998	355	1
15160	1999	355	1
15160	2000	355	1
15160	2001	355	1
15160	2002	355	1
15160	2003	355	1
15168	2001	131	3
15172	1996	371	1
15172	1996	371	2
15172	1996	352	11
15172	1996	372	12
15172	1996	354	22
15172	1996	282	23
15172	1996	371	24
15172	1996	332	25
15172	1996	633	26
15172	1997	371	1
15172	1997	371	2
15172	1997	352	11
15172	1997	372	12
15172	1997	282	23
15172	1997	371	24
15172	1997	332	25
15172	1997	633	26
15172	1997	354	27
15172	1997	271	28
15172	1998	371	1
15172	1998	371	2
15172	1998	352	11
15172	1998	633	26
15172	1998	371	29
15172	1999	371	1
15172	1999	371	2
15172	1999	352	11
15172	1999	633	26
15172	1999	371	29
15172	2000	371	1
15172	2000	371	2
15172	2000	352	11
15172	2000	633	26
15172	2000	371	29
15172	2001	371	1
15172	2001	352	11
15172	2001	633	26
15172	2001	371	29
15172	2002	371	1
15172	2002	371	2
15172	2002	352	11
15172	2002	633	26
15172	2002	371	29
15172	2003	371	2
15172	2003	352	11
15172	2003	633	26
15172	2003	371	32
15172	2003	371	33
15172	2003	371	34
15172	2003	372	35
15172	2003	873	36
15172	2004	371	1
15172	2004	371	2
15172	2004	352	11
15172	2004	371	32
15172	2004	371	33
15172	2004	371	34
15172	2004	873	36
15172	2005	352	11
15172	2005	371	32
15172	2005	371	33
15172	2005	371	34
15172	2005	873	36
15172	2005	371	37
15172	2005	371	38
15172	2005	371	39
15172	2005	271	40
15172	2006	352	11
15172	2006	371	32
15172	2006	371	33
15172	2006	371	34
15172	2006	873	36
15172	2006	371	37
15172	2006	371	38
15172	2006	371	39
15172	2006	271	40
15173	1996	726	2
15173	1996	655	3
15173	1996	631	4
15173	1997	726	2
15173	1997	655	3
15173	1998	726	2
15173	1998	655	3
15173	1998	631	4
15173	1999	655	3
15173	1999	631	4
15173	2002	655	3
15173	2002	631	4
15173	2003	726	2
15173	2003	655	3
15173	2003	631	4
15173	2004	655	3
15173	2004	631	4
15173	2005	726	2
15173	2005	655	3
15173	2005	631	4
15174	1997	679	1
15174	1998	679	1
15174	1999	679	1
15174	2000	679	1
15176	1996	357	1
15176	1997	357	1
15181	1996	602	0
15181	1997	602	0
15181	1998	602	0
15181	1999	602	0
15181	2000	602	0
15181	2001	602	0
15181	2002	602	0
15181	2003	602	0
15181	2004	602	0
15181	2005	602	0
15181	2006	602	0
15181	2007	602	0
15181	2008	602	0
15181	2009	602	0
15181	2010	602	0
15181	2011	602	0
15181	2012	602	0
15181	2013	602	0
15182	1996	602	0
15182	1997	602	0
15182	1998	602	0
15185	1996	731	1
15185	1997	731	1
15190	1998	737	3
15190	1999	737	3
15190	1999	737	5
15190	2000	737	3
15190	2000	737	5
15190	2001	737	3
15190	2001	737	6
15190	2001	737	7
15190	2002	737	3
15190	2002	737	7
15190	2003	737	7
15190	2004	737	5
15190	2005	737	5
15190	2006	737	5
15190	2006	737	8
15190	2007	737	9
15190	2008	737	9
15190	2008	737	10
15190	2009	737	0
15197	1996	602	0
15197	1997	602	0
15197	1998	602	0
15197	1999	602	0
15197	2000	602	0
15197	2001	602	0
15197	2002	602	0
15197	2003	602	0
15197	2004	602	0
15197	2005	602	0
15197	2006	602	0
15197	2007	602	0
15197	2008	602	0
15197	2009	602	0
15197	2010	602	0
15197	2011	602	0
15197	2012	602	0
15197	2013	602	0
15199	1996	602	0
15199	1997	602	0
15199	1998	602	0
15199	1999	602	0
15199	2000	602	0
15199	2001	602	0
15199	2002	602	0
15199	2003	602	0
15199	2004	602	0
15199	2005	602	0
15199	2006	602	0
15199	2007	602	0
15199	2008	602	0
15199	2009	602	0
15199	2010	602	0
15199	2011	602	0
15199	2012	602	0
15199	2013	602	0
15200	1996	366	0
15200	1997	366	1
15202	1996	602	0
15202	1997	602	0
15202	1998	602	0
15202	1999	602	0
15202	2000	602	0
15202	2001	602	0
15202	2002	602	0
15202	2003	602	0
15202	2004	602	0
15202	2005	602	0
15203	1996	596	4
15203	1997	504	5
15203	1998	504	5
15203	1999	737	6
15203	1999	737	7
15203	1999	737	8
15203	2000	737	6
15203	2000	737	7
15203	2000	737	8
15203	2001	737	6
15203	2001	737	7
15203	2001	737	8
15203	2002	737	11
15203	2003	737	11
15208	1996	611	1
15208	1997	611	1
15208	1998	611	3
15208	1999	611	3
15208	2000	611	3
15208	2001	611	2
15208	2001	611	3
15208	2002	611	4
15208	2003	611	4
15208	2004	611	4
15208	2005	611	4
15208	2006	611	4
15208	2007	611	5
15208	2007	611	6
15208	2007	611	7
15208	2008	611	6
15208	2008	611	7
15208	2009	611	6
15208	2009	611	7
15212	2012	517	0
15212	2013	517	2
15212	2013	517	3
15215	2013	283	0
15222	1996	441	1
15222	1997	441	1
15222	1998	441	0
15222	1999	441	1
15222	2000	441	1
15235	2012	291	0
15235	2013	291	0
15240	1996	109	0
15240	1997	505	1
15240	1998	505	1
15240	2007	109	0
15240	2008	109	1
15240	2009	109	1
15240	2010	109	0
15240	2011	109	0
15240	2012	109	0
15240	2013	109	0
15242	1996	308	5
15242	1997	308	5
15242	1998	308	5
15242	1999	308	5
15242	2000	308	5
15242	2001	308	5
15242	2002	308	5
15242	2003	308	5
15242	2004	308	6
15242	2004	308	7
15242	2005	308	6
15242	2005	308	7
15242	2006	308	6
15242	2006	308	7
15243	1996	492	1
15244	1996	356	0
15246	1996	499	5
15246	1997	499	0
15247	1996	291	4
15247	1996	874	9
15247	1996	492	10
15247	1997	291	4
15247	1998	291	4
15247	1999	291	4
15247	2000	291	4
15247	2001	291	4
15247	2002	291	4
15247	2002	541	11
15247	2003	291	4
15247	2003	541	11
15247	2004	291	4
15247	2004	541	11
15247	2005	291	4
15247	2005	541	11
15247	2006	291	4
15247	2006	541	11
15247	2007	291	4
15247	2007	541	11
15247	2008	291	4
15247	2008	541	11
15247	2009	291	4
15247	2009	554	11
15247	2009	286	13
15247	2010	291	4
15247	2010	554	11
15247	2010	286	13
15247	2011	291	4
15247	2011	554	11
15247	2011	286	13
15247	2012	291	4
15247	2012	554	11
15247	2012	286	13
15247	2013	291	4
15247	2013	554	11
15247	2013	286	13
15248	1996	458	8
15248	1996	737	10
15248	1996	873	11
15248	1997	873	11
15248	1998	873	12
15248	1998	873	13
15248	1998	873	14
15248	1999	873	13
15248	1999	873	14
15248	1999	873	15
15248	1999	873	16
15252	1996	345	1
15252	1996	289	3
15252	1996	379	4
15252	2007	379	5
15252	2007	346	6
15252	2007	267	8
15252	2007	379	10
15252	2007	353	11
15252	2008	379	5
15252	2008	346	6
15252	2008	267	8
15252	2008	379	10
15252	2008	353	11
15252	2009	346	6
15252	2009	353	11
15252	2009	396	12
15252	2009	344	13
15252	2009	379	14
15252	2010	353	16
15252	2010	396	17
15252	2010	344	18
15252	2010	379	19
15252	2010	379	20
15252	2010	346	22
15252	2011	353	16
15252	2011	396	17
15252	2011	344	18
15252	2011	379	19
15252	2011	379	20
15252	2011	346	22
15252	2012	353	16
15252	2012	396	17
15252	2012	344	18
15252	2012	379	19
15252	2012	379	20
15252	2012	346	22
15252	2013	353	16
15252	2013	396	17
15252	2013	344	18
15252	2013	379	19
15252	2013	379	20
15252	2013	346	22
15253	1996	594	1
15253	1997	594	1
15253	1998	594	3
15253	1998	799	4
15253	1999	594	3
15253	1999	799	4
15253	2000	594	5
15253	2000	799	6
15253	2001	594	5
15253	2001	799	6
15253	2002	999	0
15253	2003	999	0
15253	2005	679	8
15253	2005	799	9
15253	2005	781	10
15253	2005	792	11
15253	2006	679	8
15253	2006	799	9
15253	2006	781	10
15253	2006	781	13
15253	2007	679	8
15253	2007	799	9
15253	2007	781	10
15253	2007	781	13
15253	2008	679	8
15253	2008	799	9
15253	2008	781	10
15253	2008	679	13
15253	2009	679	8
15253	2009	799	9
15253	2009	781	10
15253	2009	679	13
15253	2010	679	8
15253	2010	799	9
15253	2010	781	10
15253	2010	679	13
15261	1996	616	1
15261	1997	616	1
15261	1998	603	3
15261	1998	621	4
15261	1999	603	3
15261	1999	621	4
15261	2000	616	2
15261	2000	621	4
15261	2000	621	5
15261	2000	641	6
15261	2001	616	2
15261	2001	621	4
15261	2001	602	5
15261	2001	641	6
15261	2002	616	2
15261	2002	621	4
15261	2002	602	5
15261	2002	641	6
15261	2003	621	4
15261	2003	602	5
15261	2003	641	6
15261	2004	616	2
15261	2004	621	4
15261	2004	602	5
15261	2004	641	6
15261	2005	616	2
15261	2005	621	4
15261	2005	602	5
15261	2005	641	6
15261	2006	621	4
15261	2006	602	5
15261	2006	641	6
15261	2007	621	4
15261	2007	602	5
15261	2007	641	6
15261	2008	621	4
15261	2008	602	5
15261	2008	641	6
15261	2009	616	2
15261	2009	602	5
15261	2009	641	6
15261	2010	602	5
15261	2010	641	6
15261	2011	616	7
15261	2011	602	8
15261	2011	628	9
15261	2011	616	10
15261	2012	616	7
15261	2012	602	8
15261	2012	616	10
15261	2013	602	8
15261	2013	616	12
15261	2013	732	13
15265	1997	541	1
15265	1998	541	1
15265	1999	541	1
15265	2000	541	1
15267	1996	354	1
15267	1996	356	2
15267	1997	356	3
15267	1997	342	4
15267	1997	355	5
15267	1998	356	3
15267	1998	342	4
15267	1998	355	5
15267	1999	356	3
15267	1999	342	4
15267	1999	355	5
15267	2000	356	3
15267	2000	342	4
15267	2000	355	5
15267	2001	356	3
15267	2001	342	4
15267	2001	355	5
15267	2002	356	3
15267	2003	356	3
15267	2004	356	3
15267	2005	356	3
15267	2005	355	5
15267	2006	356	7
15267	2006	382	8
15267	2006	355	9
15267	2006	356	10
15267	2007	356	7
15267	2007	382	8
15267	2007	355	9
15267	2007	356	10
15267	2008	356	7
15267	2008	382	8
15267	2008	355	9
15267	2008	356	10
15267	2009	356	7
15267	2009	382	8
15267	2009	355	9
15267	2009	356	12
15267	2010	356	7
15267	2010	382	8
15267	2010	355	9
15267	2010	356	12
15267	2011	356	7
15267	2011	382	8
15267	2011	355	9
15267	2011	356	12
15267	2012	356	7
15267	2012	382	8
15267	2012	356	13
15267	2013	356	7
15267	2013	382	8
15267	2013	356	13
15274	1996	616	1
15274	1996	332	4
15274	1996	122	5
15274	1996	335	6
15274	1996	332	7
15274	1997	616	1
15274	1997	332	4
15274	1997	122	5
15274	1997	335	6
15274	1997	332	7
15274	1998	616	1
15274	1998	332	4
15274	1998	122	5
15274	1998	335	6
15274	1998	332	7
15274	1998	505	8
15274	1999	616	1
15274	1999	332	4
15274	1999	505	8
15274	1999	335	9
15274	2000	153	1
15274	2000	505	8
15274	2000	343	10
15274	2000	122	11
15274	2001	343	10
15274	2001	122	11
15274	2001	153	13
15274	2001	616	14
15274	2001	505	15
15274	2002	343	10
15274	2002	122	11
15274	2002	153	13
15274	2002	616	14
15274	2002	505	15
15274	2003	343	10
15274	2003	122	11
15274	2003	153	13
15274	2003	616	14
15274	2004	343	10
15274	2004	122	11
15274	2004	152	13
15274	2004	616	14
15274	2005	343	10
15274	2005	122	11
15274	2005	152	13
15274	2005	616	14
15274	2005	349	16
15274	2005	349	17
15274	2006	122	11
15274	2006	152	13
15274	2006	616	14
15274	2006	331	18
15274	2007	122	11
15274	2007	152	13
15274	2007	616	14
15274	2007	331	18
15274	2008	122	11
15274	2008	152	13
15274	2008	616	14
15274	2008	331	18
15274	2009	331	18
15274	2009	122	20
15274	2009	122	21
15274	2010	331	18
15274	2010	122	20
15274	2010	122	21
15274	2011	122	22
15274	2011	122	23
15274	2012	122	22
15274	2012	122	23
15274	2013	122	22
15274	2013	122	23
15290	1996	384	0
15290	1997	384	1
15290	1997	738	2
15290	1998	384	1
15290	1998	738	2
15290	1999	384	1
15290	1999	738	2
15290	2000	384	1
15290	2000	738	2
15290	2001	384	1
15290	2001	738	2
15290	2001	346	4
15290	2002	384	1
15290	2002	346	4
15290	2003	384	1
15290	2003	346	4
15290	2003	384	5
15290	2004	384	1
15290	2004	346	4
15290	2004	384	6
15290	2005	384	1
15290	2005	384	6
15290	2006	384	1
15290	2006	384	6
15291	1996	131	1
15291	1997	131	1
15291	1998	131	1
15291	1999	131	1
15291	2000	131	1
15291	2001	131	1
15291	2002	131	1
15291	2003	131	1
15291	2004	131	1
15291	2005	131	1
15291	2006	131	1
15291	2007	131	1
15291	2008	131	0
15291	2009	131	1
15291	2010	131	1
15291	2011	131	0
15291	2012	131	0
15291	2013	131	0
15293	1996	355	1
15293	1997	355	1
15293	1998	355	2
15293	1998	355	3
15293	1999	355	3
15293	2000	355	3
15293	2001	355	3
15293	2002	355	4
15293	2002	355	5
15293	2003	355	4
15293	2003	355	5
15293	2004	355	4
15293	2004	355	5
15293	2005	355	7
15293	2006	355	7
15293	2007	355	7
15293	2008	355	7
15293	2009	355	7
15293	2010	355	7
15293	2011	355	7
15294	1996	413	1
15294	1997	413	1
15294	1998	413	1
15298	1996	104	0
15298	1997	104	0
15299	1996	382	1
15299	1997	382	1
15302	1996	421	1
15302	1997	421	1
15302	1998	421	1
15302	1999	421	1
15306	1996	131	1
15306	1996	104	2
15306	1997	131	1
15306	1998	131	1
15306	1999	131	1
15306	2000	131	1
15306	2001	131	1
15312	1996	358	0
15312	1997	358	0
15312	1998	358	2
15312	1998	358	3
15314	2012	362	1
15314	2013	362	1
15315	1996	384	1
15315	1997	384	1
15315	1998	384	1
15315	1999	384	2
15315	1999	384	3
15315	1999	384	4
15315	2000	384	6
15315	2001	384	6
15315	2002	384	6
15315	2003	384	6
15316	1996	131	1
15316	1997	131	1
15316	1998	131	1
15316	1999	131	1
15316	2000	131	1
15317	1996	635	3
15317	1997	614	0
15319	1996	131	1
15319	1996	291	4
15319	1996	598	5
15319	1996	291	6
15319	1997	131	1
15319	1997	291	4
15319	1997	598	5
15319	1997	291	6
15319	1998	131	1
15319	1998	291	4
15319	1998	517	5
15319	1998	291	6
15319	1999	131	1
15319	1999	517	5
15319	2000	131	1
15319	2000	291	4
15319	2000	291	6
15319	2001	131	1
15319	2001	291	4
15319	2001	517	5
15319	2002	131	1
15319	2002	291	4
15319	2002	291	6
15319	2003	131	1
15319	2003	291	4
15319	2003	517	5
15319	2003	291	6
15319	2004	131	1
15319	2004	291	4
15319	2004	517	5
15319	2004	291	6
15319	2005	131	1
15319	2005	291	4
15319	2005	517	5
15319	2005	291	6
15319	2006	131	1
15319	2006	291	4
15319	2006	517	5
15319	2006	291	6
15319	2007	131	1
15319	2007	291	4
15319	2007	517	5
15319	2007	291	6
15319	2008	131	1
15319	2008	517	5
15319	2008	291	6
15319	2008	132	11
15319	2008	131	12
15319	2009	131	1
15319	2009	517	5
15319	2009	291	6
15319	2009	132	11
15319	2010	131	1
