gvkey	year	sics13	sid
10938	1997	162	7
10938	1998	679	4
10938	1998	651	6
10938	1999	679	4
10938	1999	651	6
10938	2000	679	4
10938	2000	651	6
10938	2000	162	7
10938	2001	679	4
10938	2001	651	6
10938	2001	162	7
10938	2002	651	6
10938	2003	679	4
10938	2003	651	6
10938	2004	679	4
10938	2004	651	6
10938	2005	651	6
10938	2006	651	6
10938	2007	651	6
10938	2008	651	9
10938	2008	131	10
10938	2009	651	9
10938	2009	131	10
10938	2010	651	9
10938	2010	131	10
10938	2011	131	10
10938	2012	131	10
10938	2013	131	10
10946	1996	451	1
10946	1997	451	1
10946	1998	451	2
10946	1998	451	3
10946	1998	458	4
10946	1999	451	2
10946	1999	451	3
10946	2000	451	2
10946	2000	451	3
10946	2001	451	2
10946	2001	451	3
10946	2003	451	5
10950	1996	153	9
10950	1996	616	10
10950	1997	153	9
10950	1997	616	10
10950	1998	153	9
10950	1998	616	10
10950	1999	153	9
10950	1999	616	10
10960	1996	104	0
10972	1996	384	0
10972	1997	384	0
10974	1996	213	1
10974	1996	208	3
10974	1996	213	4
10974	1997	213	1
10974	1997	208	3
10974	1997	212	4
10974	1998	213	1
10974	1998	208	3
10974	1998	212	4
10974	1999	213	1
10974	1999	208	3
10974	2000	213	1
10974	2000	208	3
10974	2001	213	1
10974	2001	208	3
10974	2002	213	1
10974	2002	208	3
10974	2003	213	1
10974	2003	208	3
10974	2004	213	1
10974	2004	208	3
10974	2005	213	1
10974	2005	208	3
10974	2006	213	1
10974	2006	208	3
10974	2007	213	1
10974	2007	208	3
10978	1996	602	0
10978	1997	602	0
10978	1998	602	0
10978	1999	602	0
10981	1996	511	1
10981	1997	511	1
10981	1998	511	1
10981	1999	511	1
10981	2000	511	1
10981	2001	511	1
10981	2002	504	1
10981	2003	504	1
10981	2004	504	1
10981	2005	504	0
10981	2006	504	1
10981	2007	504	1
10981	2008	504	1
10981	2009	504	1
10981	2010	504	1
10981	2011	504	1
10981	2012	504	1
10981	2013	504	1
10983	1996	372	5
10983	1996	371	8
10983	1996	372	10
10983	1996	358	13
10983	1996	353	14
10983	1997	372	5
10983	1997	372	10
10983	1997	358	13
10983	1997	353	14
10983	1998	372	5
10983	1998	371	8
10983	1998	372	10
10983	1998	358	13
10983	1998	353	14
10983	1999	372	5
10983	1999	372	10
10983	1999	358	13
10983	1999	353	14
10983	2000	372	5
10983	2000	372	10
10983	2000	358	13
10983	2000	353	14
10983	2001	372	5
10983	2001	372	10
10983	2001	358	13
10983	2001	353	14
10983	2002	372	5
10983	2002	372	10
10983	2002	358	13
10983	2002	353	14
10983	2003	372	5
10983	2003	372	10
10983	2003	358	13
10983	2003	353	14
10983	2003	366	17
10983	2004	372	5
10983	2004	358	13
10983	2004	353	14
10983	2004	366	17
10983	2004	372	18
10983	2004	372	19
10983	2005	372	5
10983	2005	358	13
10983	2005	353	14
10983	2005	366	17
10983	2005	376	18
10983	2005	372	19
10983	2006	372	5
10983	2006	358	13
10983	2006	353	14
10983	2006	366	17
10983	2006	376	18
10983	2006	372	19
10983	2007	372	5
10983	2007	358	13
10983	2007	353	14
10983	2007	366	17
10983	2007	376	18
10983	2007	372	19
10983	2008	372	5
10983	2008	358	13
10983	2008	353	14
10983	2008	366	17
10983	2008	376	18
10983	2008	372	19
10983	2009	372	5
10983	2009	358	13
10983	2009	353	14
10983	2009	366	17
10983	2009	376	18
10983	2009	372	19
10983	2010	372	5
10983	2010	358	13
10983	2010	353	14
10983	2010	366	17
10983	2010	376	18
10983	2010	372	19
10983	2011	372	5
10983	2011	358	13
10983	2011	353	14
10983	2011	366	17
10983	2011	376	18
10983	2011	372	19
10983	2012	353	14
10983	2012	372	19
10983	2012	358	20
10983	2012	372	21
10983	2012	372	22
10983	2013	353	14
10983	2013	372	19
10983	2013	358	20
10983	2013	372	21
10983	2013	372	22
10984	1996	481	5
10984	1996	481	11
10984	1996	506	12
10984	1996	737	14
10984	1997	481	5
10984	1997	481	11
10984	1997	506	12
10984	1997	737	14
10984	1998	481	5
10984	1998	481	11
10984	1998	506	12
10984	1999	481	5
10984	1999	481	11
10984	1999	506	12
10984	2000	481	5
10984	2000	481	11
10984	2000	506	12
10984	2001	481	5
10984	2001	481	11
10984	2001	506	12
10984	2002	481	5
10984	2002	481	11
10984	2003	481	5
10984	2003	481	11
10984	2004	481	17
10984	2004	481	18
10984	2005	481	17
10984	2005	481	18
10984	2006	481	17
10984	2006	481	18
10984	2007	481	17
10984	2007	481	18
10984	2008	481	17
10984	2008	481	18
10984	2009	481	17
10984	2009	481	18
10984	2010	481	17
10984	2010	481	18
10984	2011	481	17
10984	2011	481	18
10984	2012	481	17
10984	2012	481	18
10984	2013	481	17
10984	2013	481	18
10990	1996	483	1
10990	1997	483	1
10990	1998	483	1
10990	1999	483	1
10990	2000	483	1
10991	1996	357	1
10991	1996	357	2
10991	1997	357	1
10991	1997	357	2
10991	1998	357	1
10991	1998	799	2
10991	1999	357	2
10991	1999	357	5
10991	1999	799	6
10991	2000	357	2
10991	2000	357	5
10991	2000	799	6
10991	2000	799	7
10991	2000	738	8
10991	2001	357	2
10991	2001	357	5
10991	2001	799	6
10991	2001	738	8
10991	2002	357	2
10991	2002	357	5
10991	2002	799	6
10991	2002	738	8
10991	2003	357	2
10991	2003	357	5
10991	2003	799	6
10991	2003	738	8
10991	2004	357	2
10991	2004	357	5
10991	2004	799	6
10991	2004	738	8
10991	2005	357	2
10991	2005	357	5
10991	2005	799	6
10991	2005	738	8
10991	2006	357	9
10991	2006	357	10
10991	2006	357	11
10991	2007	357	10
10991	2007	357	11
10991	2008	357	10
10991	2008	357	11
10991	2009	357	10
10991	2009	357	11
10991	2010	357	9
10991	2010	357	10
10991	2010	357	11
10991	2011	357	10
10991	2011	357	11
10991	2012	357	9
10991	2012	357	10
10991	2012	357	11
10991	2013	357	13
10991	2013	357	14
10992	1996	602	0
10992	1997	602	0
10993	1996	494	2
10993	1996	655	3
10993	1996	873	4
10993	1997	655	3
10993	1997	873	4
10993	1998	655	3
10993	1998	874	4
10993	1999	494	2
10993	1999	655	3
10994	1996	131	1
10994	1997	131	1
10994	1998	131	0
10998	1996	781	1
10998	1997	781	1
10998	1998	781	1
10999	1996	491	1
10999	1997	491	1
10999	1998	491	1
10999	1998	492	2
10999	1998	874	3
10999	1999	491	1
10999	2000	493	1
10999	2000	491	4
10999	2001	491	1
10999	2001	492	2
10999	2001	491	4
10999	2002	491	1
10999	2002	491	4
10999	2003	491	1
10999	2003	492	2
10999	2003	491	4
10999	2004	491	1
10999	2004	492	2
10999	2004	491	4
10999	2005	491	1
10999	2005	491	4
10999	2006	491	1
10999	2006	491	4
10999	2007	491	1
10999	2007	491	4
10999	2008	491	1
10999	2008	492	2
10999	2008	491	4
10999	2009	491	1
10999	2009	491	4
10999	2010	491	1
10999	2010	492	2
10999	2010	491	4
10999	2011	491	1
10999	2011	492	2
10999	2011	491	4
10999	2012	491	1
10999	2012	492	2
10999	2012	491	4
10999	2013	491	1
10999	2013	492	2
10999	2013	491	4
11001	1996	367	0
11001	1997	367	1
11001	1998	367	1
11001	1999	367	1
11003	1996	516	12
11010	1996	131	7
11010	1997	131	7
11010	1998	131	7
11010	2004	131	13
11010	2005	131	13
11010	2006	131	13
11010	2007	131	13
11012	1996	286	1
11012	1997	286	1
11012	1998	286	1
11012	1999	209	3
11012	1999	286	4
11012	2000	286	5
11012	2000	286	6
11012	2001	286	5
11012	2001	286	6
11012	2002	286	5
11012	2002	286	6
11012	2003	286	5
11012	2003	286	6
11012	2004	286	5
11012	2004	286	6
11012	2005	286	5
11012	2005	286	6
11012	2006	286	5
11012	2006	286	6
11012	2007	286	5
11012	2007	286	6
11012	2008	286	5
11012	2008	286	6
11012	2009	286	5
11012	2009	286	6
11012	2010	286	5
11012	2010	286	6
11012	2011	286	5
11012	2011	286	6
11012	2012	286	5
11012	2012	286	6
11012	2013	286	5
11012	2013	286	8
11017	1996	515	1
11017	1996	503	7
11017	1997	514	6
11017	1997	503	7
11017	1998	515	1
11017	1998	514	6
11017	1999	515	1
11017	1999	514	6
11017	1999	503	7
11017	2000	515	1
11017	2000	514	6
11017	2000	503	7
11017	2001	515	1
11017	2001	514	6
11017	2001	503	7
11017	2002	515	1
11017	2002	514	6
11017	2002	503	7
11017	2004	514	6
11017	2004	503	7
11017	2005	515	1
11017	2005	514	6
11017	2005	503	7
11017	2006	515	1
11017	2006	514	6
11017	2006	503	7
11017	2007	515	9
11017	2008	515	9
11017	2009	515	9
11017	2010	515	9
11017	2011	515	9
11017	2012	515	11
11017	2013	515	11
11018	1996	371	1
11018	1997	371	1
11018	1998	371	1
11018	1999	501	3
11018	2000	501	3
11018	2001	501	3
11018	2002	501	3
11027	1996	506	1
11027	1997	506	1
11027	1998	506	1
11027	1999	506	1
11027	2000	506	1
11027	2001	506	1
11027	2002	366	2
11027	2003	366	0
11027	2004	366	2
11027	2005	366	0
11027	2006	366	2
11027	2007	366	0
11027	2008	366	2
11027	2009	366	2
11027	2010	366	2
11027	2011	366	2
11027	2012	366	2
11027	2013	366	0
11030	1996	382	0
11030	1997	382	1
11030	1998	382	0
11031	1996	500	1
11031	1996	533	3
11031	1996	738	4
11031	1997	533	5
11032	1996	806	1
11032	1997	806	1
11032	1998	806	3
11032	1998	872	4
11032	1999	806	3
11032	2000	806	3
11032	2001	806	2
11032	2001	806	3
11032	2002	806	3
11032	2003	806	2
11032	2003	806	3
11032	2003	806	5
11032	2004	806	2
11032	2004	806	3
11032	2004	806	5
11032	2005	806	2
11032	2005	806	3
11032	2006	806	2
11032	2006	806	3
11032	2007	806	2
11032	2007	806	3
11032	2008	806	2
11032	2008	806	3
11032	2009	806	2
11032	2009	806	3
11032	2010	806	2
11032	2010	806	3
11032	2011	806	2
11032	2011	806	3
11032	2012	806	2
11032	2012	806	3
11032	2013	806	2
11032	2013	806	3
11035	1996	679	2
11035	1997	679	0
11035	1998	679	2
11035	1999	679	2
11035	2000	679	0
11035	2001	679	0
11035	2002	679	2
11035	2003	679	0
11035	2004	679	2
11035	2005	679	2
11035	2006	679	2
11035	2007	679	2
11035	2008	679	2
11035	2009	679	2
11035	2010	679	2
11038	1996	496	9
11038	1996	287	13
11038	1996	291	14
11038	1996	461	15
11038	1996	131	18
11038	1996	291	20
11038	1996	131	21
11038	1997	496	9
11038	1997	287	13
11038	1997	291	14
11038	1997	461	15
11038	1997	291	20
11038	1997	131	21
11038	1997	517	22
11038	1997	131	23
11038	1998	496	9
11038	1998	287	13
11038	1998	291	14
11038	1998	461	15
11038	1998	131	21
11038	1998	517	22
11038	1998	131	24
11038	1998	131	25
11038	1999	291	14
11038	1999	461	15
11038	1999	131	22
11038	1999	131	26
11038	1999	131	27
11038	1999	131	28
11038	2000	291	14
11038	2000	461	15
11038	2000	131	22
11038	2000	131	27
11038	2000	131	28
11038	2000	131	30
11038	2000	131	31
11038	2001	461	15
11038	2001	131	22
11038	2001	131	27
11038	2001	131	28
11038	2001	131	30
11038	2001	131	31
11038	2002	461	15
11038	2002	131	22
11038	2002	131	27
11038	2002	131	28
11038	2002	131	30
11038	2002	131	31
11038	2003	461	15
11038	2003	131	22
11038	2003	131	27
11038	2003	131	28
11038	2003	131	30
11038	2003	131	31
11038	2004	131	28
11038	2004	131	31
11038	2004	131	32
11038	2004	461	33
11040	1996	283	5
11040	1997	283	5
11040	1998	283	6
11040	1999	283	11
11042	1996	491	1
11042	1997	491	1
11049	1996	631	1
11049	1996	628	6
11051	1996	384	1
11051	1997	384	1
11051	1998	384	0
11051	1999	384	0
11051	2000	384	1
11051	2001	384	0
11051	2002	384	0
11051	2003	384	0
11051	2004	384	1
11051	2005	384	1
11051	2006	384	0
11051	2007	384	1
11051	2008	384	0
11051	2009	384	1
11051	2010	384	0
11051	2011	384	0
11051	2012	384	1
11051	2013	384	0
11054	1996	495	0
11054	1997	495	2
11056	1996	492	2
11056	1996	491	6
11056	1996	769	7
11056	1996	499	8
11056	1996	598	9
11056	1996	491	10
11056	1997	491	6
11056	1997	499	8
11056	1997	491	10
11056	1997	769	11
11056	1997	517	12
11056	1998	492	2
11056	1998	491	10
11056	1998	769	11
11056	1998	517	12
11056	1998	491	13
11056	1999	491	14
11056	1999	491	15
11056	1999	491	16
11056	1999	517	19
11056	2000	491	14
11056	2000	517	19
11056	2000	481	20
11056	2000	491	22
11056	2001	491	14
11056	2001	491	22
11056	2001	517	23
11056	2001	517	24
11056	2002	491	14
11056	2002	491	22
11056	2002	517	24
11056	2003	491	14
11056	2004	491	25
11056	2005	491	27
11056	2005	492	28
11056	2006	491	27
11056	2006	492	28
11056	2007	491	27
11056	2007	492	28
11058	1996	366	1
11058	1997	366	0
11060	1996	230	6
11060	1997	230	6
11060	1998	230	7
11060	1998	232	8
11060	1999	230	7
11060	1999	232	15
11060	2000	230	7
11060	2000	232	15
11060	2001	230	7
11060	2001	232	15
11060	2001	232	18
11060	2002	230	7
11060	2002	232	15
11060	2002	232	18
11060	2003	230	7
11060	2003	232	15
11060	2003	232	18
11060	2004	230	18
11060	2004	232	19
11060	2004	234	20
11060	2004	232	21
11060	2004	232	22
11060	2005	232	18
11060	2005	232	19
11060	2005	234	20
11060	2005	232	21
11060	2005	232	22
11060	2006	232	18
11060	2006	232	19
11060	2006	232	21
11060	2006	232	22
11060	2007	232	18
11060	2007	232	19
11060	2007	232	21
11060	2007	232	22
11060	2007	233	23
11060	2008	232	18
11060	2008	232	19
11060	2008	232	21
11060	2008	232	22
11060	2008	233	23
11060	2009	232	18
11060	2009	232	19
11060	2009	232	21
11060	2009	232	22
11060	2009	233	23
11060	2010	232	18
11060	2010	232	19
11060	2010	232	21
11060	2010	232	22
11060	2010	233	23
11060	2011	232	18
11060	2011	232	19
11060	2011	232	21
11060	2011	232	22
11060	2011	233	23
11060	2012	232	18
11060	2012	232	19
11060	2012	232	21
11060	2012	232	22
11060	2012	233	23
11060	2013	232	18
11060	2013	232	19
11060	2013	232	21
11060	2013	232	22
11060	2013	233	23
11062	1996	367	0
11062	1997	367	0
11062	1998	367	0
11065	1996	871	1
11065	1996	737	4
11065	1997	871	1
11065	1997	737	4
11065	1998	871	1
11065	1998	737	4
11065	1999	871	1
11065	1999	737	4
11065	2000	871	1
11065	2001	871	1
11065	2002	871	1
11065	2003	871	1
11065	2004	871	1
11065	2005	871	1
11065	2006	871	5
11065	2006	871	6
11065	2006	871	7
11065	2007	871	5
11065	2007	871	6
11065	2007	871	7
11065	2007	871	9
11065	2008	871	5
11065	2008	871	6
11065	2008	737	7
11065	2008	871	9
11065	2009	871	5
11065	2009	871	6
11065	2009	737	7
11065	2009	871	9
11065	2010	871	5
11065	2010	871	6
11065	2010	737	7
11065	2010	871	9
11065	2011	871	5
11065	2011	871	6
11065	2011	737	7
11065	2011	871	9
11065	2011	871	10
11065	2012	871	5
11065	2012	871	6
11065	2012	737	7
11065	2012	871	10
11065	2013	871	5
11065	2013	871	6
11065	2013	737	7
11065	2013	871	10
11074	1996	203	1
11074	1997	203	1
11074	1998	203	1
11074	1999	203	2
11074	1999	651	3
11074	2000	651	3
11074	2001	651	3
11074	2002	651	3
11074	2003	651	3
11074	2004	651	3
11074	2005	651	3
11084	1996	504	1
11084	1997	504	1
11084	1997	384	2
11084	1998	504	1
11084	1998	384	2
11084	1999	384	2
11088	1996	371	7
11088	1996	364	10
11088	1997	371	7
11088	1997	364	10
11091	1996	598	3
11091	1996	492	4
11091	1997	572	2
11091	1997	598	3
11091	1997	492	4
11091	1998	598	3
11091	1998	492	4
11091	1999	572	2
11091	1999	598	3
11091	1999	492	4
11094	1996	352	5
11094	1996	344	6
11094	1997	352	5
11094	1997	344	6
11094	1998	344	7
11094	1998	347	8
11094	1998	352	9
11094	1999	344	7
11094	1999	352	9
11094	2000	344	7
11094	2001	344	10
11094	2001	344	11
11094	2001	347	12
11094	2001	352	13
11094	2001	331	14
11094	2002	344	10
11094	2002	344	11
11094	2002	347	12
11094	2002	352	13
11094	2002	331	14
11094	2003	347	12
11094	2003	352	13
11094	2003	331	14
11094	2003	344	15
11094	2004	347	12
11094	2004	352	13
11094	2004	331	14
11094	2004	344	15
11094	2004	331	16
11094	2005	347	12
11094	2005	352	13
11094	2005	331	14
11094	2005	344	15
11094	2005	331	16
11094	2006	347	12
11094	2006	352	13
11094	2006	331	14
11094	2006	344	15
11094	2006	331	16
11094	2007	347	12
11094	2007	352	13
11094	2007	344	15
11094	2007	344	16
11094	2008	347	12
11094	2008	352	13
11094	2008	344	15
11094	2008	344	16
11094	2009	347	12
11094	2009	352	13
11094	2009	344	15
11094	2009	344	16
11094	2010	347	12
11094	2010	352	13
11094	2010	344	15
11094	2010	344	16
11094	2011	347	12
11094	2011	344	15
11094	2011	344	16
11094	2012	347	12
11094	2012	344	15
11094	2012	344	16
11094	2013	347	12
11094	2013	352	13
11094	2013	344	15
11094	2013	344	16
11096	1996	285	4
11096	1997	285	4
11096	1998	285	4
11096	1999	285	5
11096	1999	282	6
11096	2000	285	5
11096	2000	282	6
11096	2001	285	5
11096	2002	285	5
11096	2003	285	8
11096	2003	285	9
11096	2004	285	8
11096	2004	285	9
11096	2005	285	8
11096	2005	285	9
11096	2006	285	8
11096	2006	285	9
11096	2007	285	8
11096	2007	285	9
11096	2008	285	8
11096	2008	285	9
11096	2009	285	8
11096	2009	285	9
11096	2010	285	8
11096	2010	285	9
11096	2011	285	8
11096	2011	285	9
11096	2012	285	8
11096	2012	285	9
11096	2013	285	8
11096	2013	285	9
11099	1996	628	1
11099	1996	628	2
11099	1997	628	1
11099	1998	628	1
11099	1999	628	1
11099	2000	628	1
11099	2000	628	2
11099	2001	628	1
11099	2001	628	2
11099	2002	628	1
11099	2002	628	2
11099	2003	628	1
11099	2003	628	2
11099	2004	628	1
11099	2004	628	2
11099	2005	628	1
11099	2005	628	5
11099	2006	628	1
11099	2006	628	5
11099	2007	628	1
11099	2007	628	5
11099	2008	628	1
11099	2008	628	5
11099	2009	628	1
11099	2009	628	5
11099	2010	628	1
11099	2010	628	5
11099	2011	628	1
11099	2011	628	5
11099	2012	628	1
11099	2013	628	1
11113	1996	353	0
11113	1997	353	0
11113	1998	353	4
11113	1998	353	5
11113	1998	382	6
11113	1998	382	7
11113	1998	353	8
11113	1999	353	4
11113	1999	353	5
11113	1999	382	7
11113	1999	353	8
11115	1996	369	11
11115	1996	355	13
11115	1996	355	15
11115	1996	382	16
11115	1997	369	11
11115	1997	355	13
11115	1997	382	15
11115	1997	382	16
11115	1998	369	11
11115	1998	355	13
11115	1998	382	15
11115	1998	382	16
11115	1999	384	17
11115	1999	384	18
11115	1999	384	19
11115	2000	384	17
11115	2000	384	18
11115	2001	384	17
11115	2001	384	18
11115	2002	384	17
11115	2002	384	18
11115	2003	384	17
11115	2003	384	18
11115	2004	384	17
11115	2004	384	18
11115	2005	384	17
11115	2005	384	18
11115	2006	384	17
11115	2006	384	18
11115	2007	384	17
11115	2007	384	18
11115	2008	384	17
11115	2008	384	18
11115	2009	384	17
11115	2009	384	18
11115	2010	384	17
11115	2010	384	18
11115	2011	384	17
11115	2011	384	18
11115	2012	384	17
11115	2012	384	18
11115	2013	384	17
11115	2013	384	18
11117	1996	371	13
11117	1996	382	14
11117	1997	374	13
11117	1997	382	14
11117	1998	374	13
11117	1998	382	14
11117	1999	382	14
11117	1999	374	15
11117	1999	371	16
11124	1996	355	8
11124	1997	355	8
11124	1998	355	9
11124	1998	355	10
11124	1998	382	11
11124	1999	355	9
11124	1999	355	10
11124	1999	382	11
11124	2000	355	9
11124	2000	355	10
11124	2000	382	11
11124	2001	355	9
11124	2001	355	10
11124	2002	355	9
11124	2002	355	10
11124	2003	355	9
11124	2003	355	10
11124	2004	355	9
11124	2004	355	14
11124	2004	355	15
11124	2005	355	9
11124	2005	355	14
11124	2005	355	15
11124	2006	355	9
11124	2006	355	15
11124	2007	355	9
11124	2007	355	15
11124	2008	355	9
11124	2008	355	25
11124	2008	355	26
11124	2009	355	9
11124	2009	355	25
11124	2009	355	26
11124	2010	355	25
11124	2010	355	26
11124	2011	355	25
11124	2011	355	26
11124	2012	355	25
11124	2012	355	26
11124	2013	355	25
11124	2013	355	26
11128	1996	396	1
11128	1997	396	1
11128	1998	396	1
11128	1999	396	1
11128	2000	396	1
11128	2001	396	1
11128	2002	396	1
11128	2003	396	1
11128	2004	396	1
11128	2005	396	1
11128	2006	396	1
11128	2007	396	1
11128	2008	396	1
11135	1996	737	1
11135	1997	737	1
11135	1998	737	1
11135	1999	737	1
11135	2000	737	1
11135	2001	737	1
11135	2002	737	1
11142	1996	382	2
11142	1997	382	2
11142	1998	382	3
11142	1998	356	4
11142	1998	364	5
11142	1999	382	6
11142	1999	382	7
11142	2000	364	9
11142	2000	382	10
11142	2000	505	11
11142	2001	364	9
11142	2001	382	10
11142	2001	505	11
11142	2002	505	11
11142	2002	364	13
11142	2002	382	14
11142	2003	505	11
11142	2003	364	13
11142	2003	382	14
11142	2004	505	11
11142	2004	364	15
11142	2005	505	11
11142	2005	364	15
11142	2006	505	11
11142	2006	364	15
11142	2007	382	16
11142	2007	366	17
11142	2008	382	16
11142	2008	366	17
11145	1996	306	3
11145	1996	306	4
11145	1997	359	2
11145	1997	306	5
11145	1997	367	6
11147	1996	222	2
11147	1997	222	2
11147	1998	222	0
11147	1999	222	0
11147	2000	222	2
11147	2001	221	2
11147	2002	221	2
11147	2003	222	2
11147	2004	222	2
11147	2005	222	2
11147	2006	222	2
11155	1996	308	6
11155	1997	308	6
11161	1996	366	0
11161	1997	366	1
11161	1998	366	1
11161	1999	366	0
11161	2000	366	1
11161	2001	366	1
11161	2002	366	0
11161	2003	366	1
11161	2004	366	1
11161	2005	366	0
11161	2006	366	0
11161	2007	366	0
11161	2008	366	1
11161	2009	366	0
11161	2010	366	0
11161	2011	366	1
11161	2012	366	0
11161	2013	366	0
11162	1996	581	0
11162	1997	581	1
11162	1998	581	1
11162	1999	581	2
11162	1999	581	3
11162	1999	679	4
11162	2000	581	2
11162	2000	581	3
11169	1996	506	5
11169	1996	367	8
11169	1997	506	5
11169	1997	367	8
11169	1998	506	5
11169	1998	367	8
11169	1999	506	5
11169	1999	367	8
11169	2000	506	5
11169	2000	367	9
11169	2000	367	10
11169	2000	367	11
11169	2000	367	12
11169	2001	506	5
11169	2001	367	9
11169	2001	367	10
11169	2001	367	11
11169	2001	367	12
11169	2002	506	5
11169	2002	367	9
11169	2002	367	10
11169	2002	367	11
11169	2002	367	12
11169	2003	506	5
11169	2003	367	9
11169	2003	367	10
11169	2003	367	11
11169	2003	367	12
11169	2004	506	5
11169	2004	367	9
11169	2004	367	10
11169	2004	367	11
11169	2004	367	12
11169	2005	506	5
11169	2005	367	9
11169	2005	367	10
11169	2005	367	11
11169	2005	367	12
11169	2006	506	5
11169	2006	367	9
11169	2006	367	10
11169	2006	367	11
11169	2006	367	12
11169	2007	506	5
11169	2007	367	9
11169	2007	367	10
11169	2007	367	11
11169	2007	367	12
11169	2008	506	5
11169	2008	367	9
11169	2008	367	10
11169	2008	367	11
11169	2008	367	12
11169	2009	506	5
11169	2009	367	9
11169	2009	367	10
11169	2009	367	11
11169	2009	367	12
11169	2010	506	5
11169	2010	367	9
11169	2010	367	10
11169	2010	367	11
11169	2010	367	12
11169	2011	367	13
11169	2012	367	13
11169	2013	367	13
11170	1996	131	6
11170	1996	517	7
11172	1996	203	3
11172	1997	203	3
11172	1998	203	3
11172	1999	203	3
11172	2000	203	0
11172	2001	203	0
11172	2002	203	3
11172	2003	203	0
11172	2004	203	0
11172	2005	203	0
11172	2006	203	0
11172	2007	203	3
11172	2008	203	3
11174	1996	738	3
11174	1997	633	4
11174	1998	633	5
11174	1998	635	6
11174	1998	633	7
11174	1998	633	8
11174	1998	610	9
11174	1999	633	5
11174	1999	635	6
11174	1999	633	8
11174	2000	633	5
11174	2000	635	6
11174	2000	633	8
11174	2001	633	5
11174	2001	633	6
11178	1996	541	1
11178	1997	541	1
11178	1998	541	1
11178	1999	541	1
11178	2000	541	1
11178	2001	541	1
11178	2002	541	1
11178	2003	541	1
11178	2004	541	1
11178	2005	541	1
11178	2006	541	1
11178	2007	541	1
11178	2008	541	1
11178	2009	541	1
11178	2010	541	1
11178	2011	541	1
11178	2012	541	1
11178	2013	541	1
11183	1996	283	1
11183	1997	283	0
11183	1998	283	0
11183	2000	283	0
11183	2001	283	0
11183	2002	283	1
11183	2003	283	1
11183	2004	283	1
11183	2005	283	1
11183	2006	283	1
11185	1996	253	4
11185	1997	253	4
11185	1998	253	4
11185	1999	253	4
11185	2000	253	4
11185	2001	253	4
11185	2002	253	4
11185	2003	253	4
11185	2004	253	4
11185	2005	253	4
11185	2006	253	4
11185	2007	253	4
11185	2008	253	4
11185	2009	253	4
11185	2010	253	4
11185	2011	253	4
11185	2012	253	4
11185	2013	253	4
11191	1996	367	0
11191	1997	367	0
11191	1998	367	4
11191	1998	367	5
11191	1999	367	4
11191	1999	367	5
11191	2000	367	4
11191	2000	367	5
11191	2001	367	4
11191	2001	367	5
11191	2002	367	4
11191	2002	367	5
11191	2003	367	4
11191	2003	367	5
11191	2004	367	4
11191	2004	367	5
11191	2005	367	4
11191	2005	367	5
11191	2006	367	4
11191	2006	367	5
11191	2007	367	4
11191	2007	367	5
11191	2008	367	4
11191	2008	367	5
11191	2009	367	4
11191	2009	367	5
11191	2010	367	21
11191	2010	367	22
11191	2010	367	23
11191	2010	367	24
11191	2010	367	25
11191	2010	367	26
11191	2011	367	21
11191	2011	367	22
11191	2011	367	23
11191	2011	367	24
11191	2011	367	25
11191	2012	367	21
11191	2012	367	22
11191	2012	367	23
11191	2012	367	24
11191	2012	367	25
11191	2013	367	21
11191	2013	367	22
11191	2013	367	23
11191	2013	367	24
11191	2013	367	25
11196	1996	311	4
11196	1996	259	6
11206	1996	355	1
11213	1996	736	9
11213	1996	737	10
11213	1996	274	11
11213	1996	871	12
11213	1997	736	9
11213	1997	737	10
11213	1997	274	11
11213	1997	871	12
11213	1998	736	9
11213	1998	737	10
11213	1998	274	11
11213	1998	871	12
11213	1999	736	9
11213	1999	737	10
11213	1999	274	11
11213	1999	871	12
11213	2000	736	9
11213	2000	737	10
11213	2000	274	11
11213	2000	871	12
11213	2001	736	9
11213	2001	737	10
11213	2001	274	11
11213	2001	871	12
11213	2002	736	9
11213	2002	737	10
11213	2002	274	11
11213	2002	871	12
11213	2003	736	9
11213	2003	737	10
11213	2003	274	11
11213	2003	871	12
11213	2004	736	9
11213	2004	737	10
11213	2004	274	11
11213	2004	871	12
11213	2005	736	9
11213	2005	737	10
11213	2005	274	11
11213	2005	871	12
11213	2006	736	9
11213	2006	737	10
11213	2006	274	11
11213	2006	871	12
11213	2007	736	9
11213	2007	737	10
11213	2007	274	11
11213	2007	871	12
11213	2008	736	9
11213	2008	737	10
11213	2008	871	12
11213	2009	736	9
11213	2009	737	10
11213	2009	871	12
11213	2010	736	9
11213	2010	737	10
11213	2010	871	12
11217	1996	371	1
11217	1996	371	16
11217	1996	371	17
11217	1996	353	18
11217	1996	651	19
11217	1997	371	1
11217	1997	351	4
11217	1997	371	16
11217	1997	371	17
11217	1997	353	18
11217	1997	651	19
11217	1998	351	4
11217	1998	372	5
11217	1998	371	16
11217	1998	371	17
11217	1998	353	18
11217	1999	351	4
11217	1999	372	5
11217	1999	371	16
11217	1999	371	17
11217	1999	353	18
11217	2000	351	4
11217	2000	372	5
11217	2000	371	16
11217	2000	371	17
11217	2000	353	18
11217	2000	615	20
11217	2001	351	4
11217	2001	372	5
11217	2001	371	16
11217	2001	371	17
11217	2001	353	18
11217	2001	615	20
11217	2002	351	4
11217	2002	372	5
11217	2002	371	16
11217	2002	371	17
11217	2002	353	18
11217	2002	615	20
11217	2003	351	4
